Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,10.6899995803833,10.800000190734863,10.600000381469727,10.630000114440918,10.046932220458984,11800
2022-01-04,10.680000305175781,10.720000267028809,10.619999885559082,10.680000305175781,10.094191551208496,4000
2022-01-05,10.65999984741211,10.6899995803833,10.420000076293945,10.489999771118164,9.914613723754883,33500
2022-01-06,10.489999771118164,10.510000228881836,10.489999771118164,10.5,9.924063682556152,3100
2022-01-07,10.5,10.600000381469727,10.470000267028809,10.59000015258789,10.009125709533691,19400
2022-01-10,10.59000015258789,10.699999809265137,10.59000015258789,10.680000305175781,10.094191551208496,18700
2022-01-11,10.510000228881836,10.729999542236328,10.510000228881836,10.649999618530273,10.065834999084473,32600
2022-01-12,10.640000343322754,10.779999732971191,10.640000343322754,10.739999771118164,10.150898933410645,14200
2022-01-13,10.739999771118164,10.899999618530273,10.699999809265137,10.899999618530273,10.322307586669922,9000
2022-01-14,10.970000267028809,10.970000267028809,10.779999732971191,10.779999732971191,10.20866584777832,10100
2022-01-18,10.699999809265137,10.84000015258789,10.699999809265137,10.75,10.180255889892578,14500
2022-01-19,10.729999542236328,10.729999542236328,10.100000381469727,10.170000076293945,9.630996704101562,31200
2022-01-20,10.300000190734863,10.460000038146973,10.210000038146973,10.229999542236328,9.687814712524414,8500
2022-01-21,10.199999809265137,10.260000228881836,10.199999809265137,10.210000038146973,9.668875694274902,7300
2022-01-24,10.199999809265137,10.239999771118164,10.100000381469727,10.239999771118164,9.697287559509277,14300
2022-01-25,10.079999923706055,10.460000038146973,10.0600004196167,10.449999809265137,9.896156311035156,28800
2022-01-26,10.350000381469727,10.350000381469727,10.119999885559082,10.260000228881836,9.716226577758789,19800
2022-01-27,10.229999542236328,10.270000457763672,10.15999984741211,10.170000076293945,9.630996704101562,13700
2022-01-28,10.149999618530273,10.270000457763672,10.119999885559082,10.140000343322754,9.602584838867188,17000
2022-01-31,10.119999885559082,10.119999885559082,9.989999771118164,10.0,9.470006942749023,31800
2022-02-01,10.020000457763672,10.15999984741211,10.0,10.020000457763672,9.488946914672852,28400
2022-02-02,10.079999923706055,10.180000305175781,10.039999961853027,10.0600004196167,9.526826858520508,24900
2022-02-03,9.989999771118164,10.09000015258789,9.949999809265137,9.979999542236328,9.451065063476562,28700
2022-02-04,9.979999542236328,10.010000228881836,9.979999542236328,9.989999771118164,9.460536003112793,21000
2022-02-07,9.970000267028809,10.039999961853027,9.90999984741211,10.029999732971191,9.498417854309082,16300
2022-02-08,9.960000038146973,10.010000228881836,9.9399995803833,9.960000038146973,9.432126998901367,13800
2022-02-09,9.970000267028809,10.119999885559082,9.960000038146973,10.050000190734863,9.51735782623291,50000
2022-02-10,9.970000267028809,10.180000305175781,9.960000038146973,10.020000457763672,9.488946914672852,29300
2022-02-11,10.050000190734863,10.100000381469727,10.010000228881836,10.039999961853027,9.507885932922363,16400
2022-02-14,10.109999656677246,10.109999656677246,9.949999809265137,9.970000267028809,9.461387634277344,52900
2022-02-15,9.989999771118164,9.989999771118164,9.970000267028809,9.970000267028809,9.461387634277344,14900
2022-02-16,9.899999618530273,10.039999961853027,9.850000381469727,9.989999771118164,9.480365753173828,29100
2022-02-17,9.989999771118164,10.050000190734863,9.970000267028809,10.010000228881836,9.499345779418945,16300
2022-02-18,9.989999771118164,10.029999732971191,9.970000267028809,9.989999771118164,9.480365753173828,4800
2022-02-22,9.970000267028809,10.010000228881836,9.75,9.800000190734863,9.300056457519531,52000
2022-02-23,9.800000190734863,9.819999694824219,9.760000228881836,9.8100004196167,9.309549331665039,38800
2022-02-24,9.8100004196167,9.880000114440918,9.8100004196167,9.850000381469727,9.347508430480957,24200
2022-02-25,9.850000381469727,9.890000343322754,9.829999923706055,9.850000381469727,9.347508430480957,21900
2022-02-28,9.829999923706055,9.970000267028809,9.829999923706055,9.890000343322754,9.385466575622559,5200
2022-03-01,9.930000305175781,9.979999542236328,9.930000305175781,9.979999542236328,9.47087574005127,6500
2022-03-02,9.949999809265137,10.0,9.920000076293945,9.960000038146973,9.451896667480469,5500
2022-03-03,9.960000038146973,9.970000267028809,9.899999618530273,9.970000267028809,9.461387634277344,16200
2022-03-04,9.930000305175781,9.970000267028809,9.930000305175781,9.970000267028809,9.461387634277344,600
2022-03-07,9.920000076293945,9.989999771118164,9.850000381469727,9.850000381469727,9.347508430480957,15500
2022-03-08,9.819999694824219,10.0,9.819999694824219,9.930000305175781,9.42342758178711,28400
